Source,Target,Weight
15,789,0.7436577602330647
15,755,0.7376336965414498
15,738,0.743599392576749
15,684,0.7459724311929079
15,674,0.7318394343865671
15,660,0.7460708066695316
15,598,0.7116482837416318
15,577,0.7494174093159048
15,569,0.7434649173317148
15,557,0.7420285684167413
15,552,0.7423884608746897
15,545,0.7048242623094133
15,532,0.7486797873029964
15,527,0.7357548237773529
15,487,0.7414069992519527
15,481,0.7122888411122306
15,475,0.7361129189226647
15,468,0.7068536433306035
15,422,0.7480758915628322
15,421,0.7165054564277745
15,404,0.7051291594244566
15,378,0.7491278464230531
15,328,0.7341797484088023
15,318,0.7232636152456793
15,284,0.6621425980784078
15,275,0.7157245068978988
15,253,0.7488341311798798
15,234,0.7383399575340613
15,230,0.7380546127076021
15,222,0.7494241464169004
15,209,0.7180277315372073
15,204,0.7115699005765646
15,200,0.7392484647115966
15,179,0.6696190443206388
15,162,0.7047785205991269
15,130,0.748087702360234
15,109,0.7311620590575937
15,92,0.6762527472335522
15,87,0.7444851098307163
15,78,0.666679858970588
15,24,0.740364863738624
16,480,0.7255367888140086
16,421,0.7293974235552363
16,404,0.7259922680483835
16,396,0.7446236956116332
16,284,0.7138532641806352
17,960,0.7299867637705192
17,946,0.7497973292868525
17,831,0.7276799298717649
17,822,0.7237572152284358
17,821,0.7368289361975504
17,767,0.7497177359339102
17,753,0.7321460913207111
17,735,0.7231141935701796
17,687,0.7396647566256837
17,686,0.7234507417841215
17,665,0.7373997756152382
17,600,0.7348101726317207
17,592,0.7335907326749993
17,553,0.7174226695296604
17,444,0.748229422605681
17,440,0.7444510333074652
17,298,0.7268136358862871
17,283,0.7285919769404832
17,282,0.7239909992419018
17,225,0.7431443878517909
17,167,0.7456474987991797
17,155,0.7317313789998013
17,27,0.7485216159902568
18,994,0.7445534841944271
18,955,0.7466458868082358
18,915,0.7195873747337632
18,807,0.7368737661429798
18,801,0.7446514521055164
18,753,0.7214075993821443
18,421,0.7464831212773918
18,403,0.7389514537027718
18,284,0.6974872190338692
18,179,0.7118010507613594
19,807,0.7327959148857806
19,598,0.7495619500111323
19,202,0.7290633473901634
19,199,0.7281973728593136
19,58,0.737058403390525
20,997,0.731136456842955
20,979,0.7113387768494678
20,977,0.7252838235561055
20,976,0.6899702224773754
20,970,0.7415565710724094
20,968,0.7376895353902579
20,954,0.7461214376056959
20,946,0.7472179126488635
20,939,0.6963462868511193
20,935,0.7334810017814769
20,933,0.6637524964499322
20,928,0.6950899895162803
20,924,0.7168953887241459
20,898,0.7460271618211644
20,896,0.7272176612340407
20,890,0.7271594601969318
20,888,0.6872671764997018
20,886,0.7468569715142004
20,884,0.7241745607541186
20,883,0.7203475966258943
20,881,0.7448509757241845
20,879,0.7238394606433293
20,874,0.7322960882576739
20,872,0.7348915463132502
20,852,0.7409522181077146
20,847,0.744917388318596
20,846,0.7253806422072482
20,842,0.7111441314537705
20,839,0.7254688148055409
20,836,0.7184721325718333
20,826,0.7186502779167274
20,822,0.7206693858395722
20,820,0.7433322048208163
20,811,0.7026611092123032
20,807,0.7216393311446886
20,804,0.720158115515596
20,802,0.7192372795177842
20,799,0.6791212293317592
20,798,0.7075558494696729
20,797,0.7441058291361744
20,793,0.7345547553867136
20,788,0.7398257022817954
20,772,0.747926936271025
20,767,0.7483706479368714
20,763,0.6932608743737653
20,759,0.7494376593704919
20,753,0.6352908458036349
20,748,0.7377524124538388
20,743,0.7349989506840889
20,742,0.7414335766254547
20,739,0.7022496798784361
20,737,0.7227630428423613
20,715,0.6592094377600202
20,701,0.7096644524598323
